Product_ID,Product_Name,Category,Sub_Category,Brand,Color,Size,Material,Price,Cost,Season,Launch_Date,_internal_id,temp_field,notes,Unnamed: 0
P0702,TrendWear Brown Blazer,Outerwear,Blazer,TrendWear,,S,Blend,86.98,42.95,Spring/Summer 2024,2024-02-16,702,,,701
P0780,StyleCo Black T-Shirt,Tops,T-Shirt,StyleCo,Black,m,Blend,34.73,13.15,Fall/Winter 2024,08/28/2024,780,,,779
P0276,ClassicMode Navy Bag,Accessories,Bag,ClassicMode,Navy,S,Denim,17.96,8.83,Spring/Summer 2024,2024-03-03,276,,pending,275
P0519,TrendWear White Mini Dress,Dresses,Mini Dress,TrendWear,White,M,Cotton,92.86,45.23,Spring/Summer 2024,2024-02-21,519,,,518
P0083,ClassicMode Neon Green Blouse,Tops,Blouse,ClassicMode,Neon Green,XXL,Blend,36.7,13.0,Fall/Winter 2023,2023-08-18,83,,ok,82
P0065,UrbanChic Red Belt,Accessories,Belt,UrbanChic,-,S,Denim,36.48,17.81,Fall/Winter 2024,2024/08/05,65,,check this,64
P0492,ModaVibe Navy T-Shirt,Tops,T-Shirt,ModaVibe,Navy,Lrg,Silk,34.96,17.18,Spring/Summer 2024,2024-02-05,492,,,491
P0231,ClassicMode Gray Sweater,Tops,  Sweater ,ClassicMode,Gray,M,Polyester,26.72,10.38,Spring/Summer 2023,2023-03-30,231,,ok,230
P0233,StyleCo Blue Sweater,Tops,Sweater,StyleCo,Blue,S,Cotton,49.84,21.91,Spring/Summer 2023,2023-03-26,233,,pending,232
P0484,StyleCo Beige Coat,OUTERWEAR,  Coat ,StyleCo,Beige,M,Blend,127.96,53.84,Spring/Summer 2024,2024-02-04,484,,ok,483
P0619,StyleCo White Scarf,Accessories,Scarf,StyleCo,White,L,Denim,22.31,9.96,Spring/Summer 2024,2024-02-29,619,,ok,618
P0120,"ClassicMode Neon Pink Shorts
",Bottoms,Shorts,ClassicMode,Neon Pink,M,Blend,68.8,31.3,Spring/Summer 2023,2023-03-02,120,,pending,119
P0513,StyleCo Pink Cocktail Dress,Dresses,Cocktail Dress,StyleCo,Pink,S,Blend,69.68,26.75,Spring/Summer 2024,2024-02-29,513,,ok,512
P0347,StyleCo Navy Mini Dress,Dresses,  Mini Dress ,styleco,Navy,M,Silk,94.11,41.11,Spring/Summer 2024,2024-03-07,347,,ok,346
P0720,	TrendWear Beige Blouse,Tops,Blouse,trendwear,Beige,Large,Blend,25.48,10.28,Fall/Winter 2023,02-Aug-2023,720,,check this,719
P0350,ClassicMode Purple Cocktail Dress,Dresses,Cocktail Dress,ClassicMode,Purple,XS,Wool,86.84,32.6,Fall/Winter 2023,09/16/2023,350,,pending,349
P0238,TrendWear Beige Shorts  ,Bottoms,Shorts,TrendWear,Beige,M,Polyester,62.52,29.51,Spring/Summer 2023,2023-02-23,238,,ok,237
P0332,StyleCo Navy Skirt,Bottoms,  Skirt ,styleco,Navy,XS,Wool,82.21,31.66,Fall/Winter 2023,2023/09/02,332,,pending,331
P0308,"TrendWear Purple Shorts
",Bottoms,Shorts,TrendWear,Purple,L,Blend,45.65,19.12,Spring/Summer 2023,2023-02-22,308,,pending,307
P0459,UrbanChic Purple Midi Dress,Dresses,Midi Dress,UrbanChic,Purple,M,Blend,69.25,28.07,Spring/Summer 2023,2023-03-08,459,,pending,458
P0122,StyleCo Neon Pink Shorts,Bottoms,  Shorts ,StyleCo,Neon Pink,M,Denim,80.82,38.42,Spring/Summer 2023,2023-02-15,122,,check this,121
P0682,TrendWear Purple Midi Dress,DRESSES,Midi Dress,TrendWear,Purple,L,Polyester,76.67,32.77,Spring/Summer 2023,2023-03-23,682,,,681
P0162,ModaVibe Blue Shorts,Bottoms,  Shorts ,ModaVibe,Blue,XL,Wool,41.28,19.55,Fall/Winter 2023,2023-09-11,162,,ok,161
P0684,ClassicMode Beige Midi Dress,Dresses,Midi Dress,ClassicMode,Beige,M,na,66.05,28.92,Spring/Summer 2024,2024-03-14,684,,pending,683
P0168,UrbanChic Navy Pants,Bottoms,Pants,UrbanChic,Navy,L,na,80.26,38.01,Fall/Winter 2023,08/08/2023,168,,pending,167
P0530,  ModaVibe Gray Tank Top,Tops,Tank Top,ModaVibe,Gray,L,Denim,46.35,19.87,Fall/Winter 2024,2024-08-09,530,,pending,529
P0458,ModaVibe Yellow Mini Dress,Dresses,Mini Dress,ModaVibe,Yellow,M,Blend,49.08,20.6,Spring/Summer 2023,2023-02-26,458,,ok,457
P0700,TrendWear Brown Cardigan,Outerwear,Cardigan,TrendWear,Brown,M,Wool,119.57,50.1,Fall/Winter 2024,2024-08-08,700,,,699
P0152,StyleCo Black Hat,Accessories,Hat,StyleCo,Black,M,Wool,17.66,8.47,Fall/Winter 2024,2024-08-18,152,,,151
P0183,ClassicMode Pink Maxi Dress,DRESSES,Maxi Dress,classicmode,Pink,M,Denim,83.92,39.59,Spring/Summer 2023,2023-03-20,183,,pending,182
P0557,ClassicMode Brown Mini Dress,Dresses,Mini Dress,ClassicMode,Brown,M,Silk,77.45,34.47,Spring/Summer 2023,02/09/2023,557,,,556
P0060,TrendWear Neon Pink T-Shirt,Tops,T-Shirt,TrendWear,Neon Pink,S,Blend,32.3,11.64,Fall/Winter 2024,2024/08/22,60,,ok,59
P0368,"UrbanChic Purple Belt
",ACCESSORIES,Belt,UrbanChic,Purple,XL,Silk,21.21,9.29,Fall/Winter 2024,2024-08-28,368,,check this,367
P0196,TrendWear Black Midi Dress,Dresses,Midi Dress,trendwear,Balck,S,Cotton,58.79,23.47,Fall/Winter 2023,2023-09-18,196,,ok,195
P0041,StyleCo Purple Sports Bra,Activewear,Sports Bra,styleco,Purple,S,Wool,38.19,16.78,Spring/Summer 2023,03/27/2023,41,,pending,40
P0710,UrbanChic Purple Midi Dress,DRESSES,Midi Dress,UrbanChic,Purple,Med,Denim,51.8,24.87,Spring/Summer 2023,2023-02-27,710,,ok,709
P0261,ModaVibe Blue Cardigan,Outerwear,Cardigan,modavibe,Blue,S,Polyester,97.62,42.59,Fall/Winter 2024,2024-09-19,261,,ok,260
P0380,UrbanChic Beige Skirt,Bottoms,Skirt,urbanchic,Beige,M,Blend,80.18,30.48,Spring/Summer 2024,2024-03-10,380,,ok,379
P0501,ClassicMode Beige Pants,Bottoms,  Pants ,ClassicMode,Beige,XS,Blend,56.72,27.35,Fall/Winter 2023,09/26/2023,501,,,500
P0509,TrendWear White Pants,BOTTOMS,Pants,TrendWear,White,S,Wool,38.67,14.04,Spring/Summer 2023,2023-02-24,509,,pending,508
P0542,UrbanChic White Hat,Accessories,Hat,UrbanChic,White,Large,Wool,18.78,9.36,Spring/Summer 2023,2023-03-03,542,,,541
P0668,  ModaVibe Orange Cocktail Dress,Dresses,Cocktail Dress,modavibe,Orange,S,Silk,90.99,41.37,Fall/Winter 2024,2024-08-24,668,,ok,667
P0397,  ClassicMode Pink Sweater,Tops,Sweater,ClassicMode,Pink,xs,Wool,35.84,13.54,Fall/Winter 2023,09/21/2023,397,,pending,396
P0456,TrendWear Pink Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Pink,XL,Blend,67.15,30.76,Spring/Summer 2024,2024-02-16,456,,ok,455
P0125,UrbanChic Pink Cocktail Dress,Dresses,Cocktail Dress,UrbanChic,Pink,XS,Polyester,62.2,22.75,Fall/Winter 2024,2024-08-22,125,,,124
P0329,TrendWear Beige Blazer,Outerwear,Blazer,TrendWear,Beige,L,Cotton,137.74,63.19,Spring/Summer 2024,02/13/2024,329,,ok,328
P0788,StyleCo Navy Tank Top,Tops,Tank Top,StyleCo,Navy,M,na,50.96,18.35,Fall/Winter 2024,2024-09-11,788,,ok,787
P0640,ModaVibe Gray Skirt,Bottoms,Skirt,modavibe,Gray,M,Cotton,52.42,21.71,Spring/Summer 2024,2024-03-23,640,,ok,639
P0271,ClassicMode Yellow Bag,Accessories,Bag,ClassicMode,Yellow,S,Wool,29.63,11.76,Fall/Winter 2023,2023-08-22,271,,check this,270
P0337,ModaVibe Beige Mini Dress,Dresses,Mini Dress,ModaVibe,Beige,S,Wool,89.67,35.43,Fall/Winter 2024,2024-08-16,337,,,336
P0170,StyleCo Neon Pink Sports Bra,Activewear,Sports Bra,StyleCo,Neon Pink,L,Blend,39.27,18.87,Fall/Winter 2023,07-Sep-2023,170,,,169
P0264,UrbanChic White Belt,ACCESSORIES,Belt,UrbanChic,White,M,Blend,23.95,10.93,Fall/Winter 2023,2023-08-11,264,,check this,263
P0605,StyleCo Black T-Shirt,Tops,T-Shirt,StyleCo,Black,XS,Blend,25.99,9.32,Fall/Winter 2024,2024-08-10,605,,pending,604
P0035,TrendWear Beige Blouse,Tops,Blouse,TrendWear,Beige,XL,Polyester,36.31,14.23,Fall/Winter 2024,2024-08-09,35,,,34
P0375,ModaVibe Brown Belt,Accessories,Belt,modavibe,Brown,L,Blend,25.11,9.31,Fall/Winter 2023,2023-09-13,375,,ok,374
P0554,UrbanChic Red Blouse,Tops,  Blouse ,urbanchic,Red,M,Polyester,49.5,24.65,Fall/Winter 2024,09/06/2024,554,,check this,553
P0515,ModaVibe White Skirt,Bottoms,Skirt,ModaVibe,White,XXL,Denim,55.53,23.79,Spring/Summer 2023,26-Mar-2023,515,,,514
P0665,ClassicMode Black Pants,Bottoms,Pants,ClassicMode,Black,l,Denim,39.23,16.81,Fall/Winter 2023,2023-08-07,665,,,664
P0164,StyleCo Beige Scarf,Accessories,  Scarf ,StyleCo,Beige,M,Unknown,28.25,11.53,Fall/Winter 2023,2023-09-26,164,,,163
P0782,ClassicMode Neon Pink Blouse,Tops,Blouse,ClassicMode,Neon Pink,L,Blend,47.41,18.01,Spring/Summer 2023,2023-04-01,782,,,781
P0160,"ClassicMode Neon Green Jeans
",Bottoms,Jeans,ClassicMode,Neon Green,M,Silk,71.46,27.82,Spring/Summer 2024,2024-03-15,160,,pending,159
P0032,ClassicMode Brown Skirt,Bottoms,Skirt,ClassicMode,Brown,M,Blend,42.65,19.14,Fall/Winter 2024,2024-08-13,32,,,31
P0184,ModaVibe Beige Leggings,Activewear,  Leggings ,ModaVibe,Beige,XL,Wool,35.9,14.47,Spring/Summer 2024,2024/03/14,184,,check this,183
P0418,	TrendWear Black Jeans,Bottoms,Jeans,TrendWear,Black,S,N/A,41.11,16.1,Fall/Winter 2024,2024-09-28,418,,,417
P0791,TrendWear Yellow Jacket,OUTERWEAR,Jacket,TrendWear,Yellow,L,Wool,139.98,60.77,Fall/Winter 2023,2023-09-02,791,,ok,790
P0462,"UrbanChic Red T-Shirt
",Tops,T-Shirt,UrbanChic,Red,S,Wool,42.9,20.48,Spring/Summer 2023,21-Mar-2023,462,,ok,461
P0301,StyleCo Black Cocktail Dress,Dresses,Cocktail Dress,StyleCo,Black,S,Polyester,95.65,47.51,Fall/Winter 2023,2023-08-01,301,,,300
P0774,ModaVibe Orange Tank Top,TOPS,Tank Top,ModaVibe,Orange,L,Silk,25.91,11.91,Fall/Winter 2023,2023-08-10,774,,check this,773
P0449,ClassicMode Gray Coat,Outerwear,Coat,ClassicMode,Gray,S,Blend,105.81,50.09,Spring/Summer 2024,2024-03-05,449,,,448
P0104,ClassicMode Gray Tank Top,Tops,  Tank Top ,classicmode,Gray,XS,Blend,44.18,17.26,Spring/Summer 2024,2024-02-23,104,,check this,103
P0523,UrbanChic Black Cardigan,Outerwear,Cardigan,UrbanChic,NA,M,Cotton,103.4,45.64,Fall/Winter 2024,2024-09-11,523,,,522
P0590,ModaVibe Gray Shorts,Bottoms,Shorts,ModaVibe,Gray,m,Blend,68.04,33.51,Fall/Winter 2023,2023-09-11,590,,check this,589
P0733,TrendWear Purple Jeans,Bottoms,Jeans,TrendWear,Purple,M,Silk,48.06,19.85,Spring/Summer 2023,2023-03-04,733,,check this,732
P0479,TrendWear Black Mini Dress,DRESSES,Mini Dress,TrendWear,Black,S,Denim,68.69,25.57,Spring/Summer 2024,02/18/2024,479,,ok,478
P0197,"ClassicMode White Cocktail Dress
",Dresses,Cocktail Dress,ClassicMode,White,S,Denim,65.27,29.73,Fall/Winter 2023,2023-08-09,197,,pending,196
P0728,ClassicMode Black Cocktail Dress,Dresses,Cocktail Dress,ClassicMode,Black,S,Denim,49.62,22.02,Fall/Winter 2023,2023-08-17,728,,ok,727
P0689,ClassicMode Brown Midi Dress,Dresses,Midi Dress,ClassicMode,Brown,S,Blend,70.65,27.31,Fall/Winter 2024,2024-09-06,689,,,688
P0121,ClassicMode Red Sweater,Tops,  Sweater ,ClassicMode,Red,M,Blend,25.62,10.63,Spring/Summer 2023,2023-03-11,121,,ok,120
P0255,TrendWear Green Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Green,XS,Wool,89.85,37.54,Spring/Summer 2023,2023-02-09,255,,pending,254
P0128,ModaVibe Red Jacket,Outerwear,  Jacket ,ModaVibe,Red,xl,Denim,70.62,30.21,Fall/Winter 2024,2024-08-27,128,,,127
P0328,"ClassicMode Black Tank
",Activewear,Tank,ClassicMode,Black,Xs,Silk,45.15,17.36,Fall/Winter 2024,2024-09-04,328,,,327
P0746,UrbanChic Purple Pants,Bottoms,Pants,UrbanChic,Purple,S,Silk,78.04,32.99,Fall/Winter 2023,2023-08-17,746,,pending,745
P0615,ClassicMode Red Tank Top,TOPS,Tank Top,ClassicMode,Red,XL,Polyester,46.45,18.47,Spring/Summer 2024,2024-02-05,615,,,614
P0081,ClassicMode Neon Pink Belt,Accessories,Belt,ClassicMode,Neon Pink,XL,Cotton,32.9,16.18,Fall/Winter 2024,2024-09-27,81,,,80
P0663,ClassicMode Beige Coat,Outerwear,Coat,ClassicMode,Beige,Meduim,Denim,110.78,51.53,Fall/Winter 2023,2023-09-20,663,,check this,662
P0349,ModaVibe Red Bag,Accessories,Bag,ModaVibe,Red,S,,32.77,13.87,Spring/Summer 2024,2024-02-17,349,,,348
P0292,ModaVibe Black Sweater,Tops,Sweater,modavibe,Black,S,Denim,51.29,21.49,Fall/Winter 2024,2024-08-21,292,,ok,291
P0389,ModaVibe Brown Maxi Dress,Dresses,  Maxi Dress ,ModaVibe,Brown,L,N/A,62.74,29.45,Fall/Winter 2024,2024-09-18,389,,,388
P0193,ClassicMode Orange Midi Dress,Dresses,Midi Dress,ClassicMode,Orange,M,Polyester,77.07,31.76,Fall/Winter 2024,2024-09-01,193,,ok,192
P0023,ModaVibe Brown Maxi Dress,Dresses,Maxi Dress,ModaVibe,Brown,XS,Blend,46.51,22.76,Spring/Summer 2024,2024-03-03,23,,check this,22
P0182,	UrbanChic Red Blazer,Outerwear,  Blazer ,UrbanChic,Red,M,Cotton,136.65,49.2,Fall/Winter 2023,2023-09-13,182,,check this,181
P0286,UrbanChic Black Midi Dress,Dresses,Midi Dress,UrbanChic,Black,M,Wool,75.85,35.61,Spring/Summer 2023,2023-02-27,286,,pending,285
P0535,UrbanChic Navy Midi Dress,Dresses,Midi Dress,UrbanChic,Navy,XS,Unknown,92.01,42.54,Fall/Winter 2023,23-Sep-2023,535,,pending,534
P0600,ClassicMode Black Midi Dress,Dresses,Midi Dress,classicmode,Blak,XS,Silk,69.05,25.55,Spring/Summer 2024,2024-02-19,600,,ok,599
P0123,  UrbanChic Orange Scarf,Accessories,Scarf,UrbanChic,Orange,Sml,Wool,32.63,13.72,Spring/Summer 2023,2023-03-21,123,,pending,122
P0799,TrendWear Navy Bag  ,Accessories,Bag,TrendWear,Nawy,S,Wool,18.86,8.11,Fall/Winter 2023,2023-08-21,799,,check this,798
P0587,ClassicMode Blue Maxi Dress,Dresses,Maxi Dress,ClassicMode,Blue,M,Silk,75.3,27.35,Fall/Winter 2024,2024-09-21,587,,check this,586
P0213,ClassicMode White Shorts,Bottoms,Shorts,ClassicMode,White,Small,Wool,53.39,23.47,Fall/Winter 2024,19-Sep-2024,213,,,212
P0067,ModaVibe Brown Hat,Accessories,Hat,ModaVibe,Brown,M,Wool,25.91,12.72,Fall/Winter 2023,2023-08-13,67,,pending,66
P0191,UrbanChic Brown Pants,Bottoms,Pants,UrbanChic,Brown,M,Denim,52.21,20.81,Fall/Winter 2023,2023-08-24,191,,ok,190
P0085,ModaVibe Navy Bag,Accessories,Bag,ModaVibe,N/A,S,Silk,30.35,11.24,Spring/Summer 2023,2023-02-06,85,,pending,84
P0243,StyleCo Brown Midi Dress,Dresses,Midi Dress,StyleCo,Brown,S,Silk,91.75,42.34,Spring/Summer 2024,2024/02/28,243,,check this,242
P0156,"StyleCo Navy Blouse
",Tops,Blouse,StyleCo,Navy,XL,Polyester,45.43,17.1,Spring/Summer 2024,2024-02-21,156,,pending,155
P0752,  UrbanChic Purple Hoodie,Activewear,  Hoodie ,UrbanChic,Purple,M,Polyester,50.34,18.12,Spring/Summer 2023,2023-02-07,752,,,751
P0687,UrbanChic Blue Jacket,Outerwear,Jacket,UrbanChic,Blue,xs,Denim,104.97,45.54,Fall/Winter 2023,2023-08-27,687,,pending,686
P0345,UrbanChic Black Midi Dress,Dresses,Midi Dress,UrbanChic,Black,XS,Cotton,72.17,30.64,Spring/Summer 2024,2024-02-24,345,,check this,344
P0102,ClassicMode Green Coat,Outerwear,Coat,ClassicMode,Green,XXL,Polyester,126.76,46.14,Fall/Winter 2024,2024/08/29,102,,ok,101
P0714,TrendWear Brown Scarf,Accessories,Scarf,TrendWear,Brown,M,Wool,23.77,10.65,Spring/Summer 2024,2024-02-15,714,,check this,713
P0376,ClassicMode Black Shorts,Bottoms,Shorts,ClassicMode,Blak,M,Blend,45.86,17.95,Fall/Winter 2023,2023-08-05,376,,pending,375
P0464,UrbanChic White Skirt,Bottoms,Skirt,UrbanChic,White,XS,Denim,79.04,38.3,Spring/Summer 2023,2023-02-03,464,,pending,463
P0352,StyleCo Mustard Leggings,ACTIVEWEAR,Leggings,StyleCo,Mustard,M,Unknown,61.83,23.79,Fall/Winter 2024,2024-08-09,352,,,351
P0203,ModaVibe Navy Maxi Dress,DRESSES,Maxi Dress,MODAVIBE,Navy,M,Blend,69.21744523058132,34.99,Spring/Summer 2023,06-Mar-2023,804,,check this,803
P0581,TrendWear Green Leggings,Activewear,Leggings,TrendWear,Green,L,Silk,49.07,23.71,Fall/Winter 2024,28-Sep-2024,581,,,580
P0493,"UrbanChic Green Leggings
",Activewear,Leggings,urbanchic,Green,L,Silk,36.41,13.6,Spring/Summer 2024,2024/02/21,493,,ok,492
P0614,ClassicMode Gray Midi Dress,Dresses,Midi Dress,ClassicMode,Gray,Med,Cotton,53.49,21.31,Fall/Winter 2023,2023-08-03,614,,,613
P0660,ModaVibe Purple T-Shirt,Tops,T-Shirt,ModaVibe,Purple,L,Denim,29.16,14.24,Fall/Winter 2023,2023-08-04,660,,pending,659
P0246,"UrbanChic Gray Hat
",Accessories,Hat,UrbanChic,Grey,L,Silk,24.06,9.49,Spring/Summer 2023,2023-02-06,246,,ok,245
P0330,"ClassicMode White T-Shirt
",Tops,T-Shirt,ClassicMode,White,L,Cotton,30.27,11.05,Spring/Summer 2023,2023-02-16,330,,,329
P0388,  StyleCo Navy Maxi Dress,Dresses,Maxi Dress,StyleCo,Navy,L,Denim,80.06,30.02,Fall/Winter 2023,2023-09-12,388,,pending,387
P0295,UrbanChic Black Mini Dress,Dresses,Mini Dress,urbanchic,Black,L,Blend,56.28,25.65,Spring/Summer 2024,2024/03/17,295,,,294
P0773,StyleCo Gray Sweater,Tops,Sweater,StyleCo,Gray,M,Polyester,25.65,11.05,Spring/Summer 2024,2024-03-05,773,,,772
P0290,UrbanChic Purple Cocktail Dress,DRESSES,Cocktail Dress,UrbanChic,Purple,XL,Denim,66.97,25.49,Fall/Winter 2024,2024-08-10,290,,pending,289
P0143,ModaVibe Purple Sweater,TOPS,Sweater,ModaVibe,Purple,Med,Blend,26.42,11.75,Spring/Summer 2023,2023-03-12,143,,check this,142
P0344,ClassicMode Black Sports Bra  ,Activewear,Sports Bra,classicmode,Blck,M,Silk,43.08,16.91,Fall/Winter 2023,2023-09-05,344,,pending,343
P0311,TrendWear Yellow Maxi Dress,Dresses,Maxi Dress,TrendWear,Yellow,XXL,Blend,62.33,24.13,Fall/Winter 2023,2023-08-31,311,,,310
P0293,  ModaVibe Red Blazer,Outerwear,  Blazer ,ModaVibe,Red,XS,Wool,0.5,57.35,Spring/Summer 2024,2024-03-15,293,,,292
P0046,StyleCo Beige T-Shirt,TOPS,T-Shirt,styleco,Beige,L,Cotton,31.93,15.65,Fall/Winter 2023,2023-09-02,46,,pending,45
P0364,StyleCo Neon Pink Cocktail Dress,Dresses,Cocktail Dress,StyleCo,NA,M,Silk,74.83,32.55,Spring/Summer 2024,2024-02-11,364,,pending,363
P0318,ModaVibe White Cardigan,OUTERWEAR,Cardigan,modavibe,White,Xl,Denim,136.21,49.97,Spring/Summer 2024,2024-02-05,318,,ok,317
P0571,TrendWear Black Cocktail Dress,Dresses,Cocktail Dress,TrendWear,Black,L,Cotton,57.69,20.3,Fall/Winter 2024,2024-08-22,571,,ok,570
P0598,ModaVibe Beige Coat,Outerwear,Coat,ModaVibe,Beige,L,Wool,128.46,46.96,Fall/Winter 2023,2023-09-16,598,,pending,597
P0407,ClassicMode Navy Blazer,Outerwear,Blazer,ClassicMode,Navy,XXL,Polyester,93.79,32.96,Spring/Summer 2023,2023-03-28,407,,pending,406
P0027,UrbanChic Black Blouse  ,Tops,Blouse,UrbanChic,Black,XL,Denim,42.7,17.75,Fall/Winter 2024,2024-09-12,27,,pending,26
P0269,ClassicMode Green T-Shirt,Tops,T-Shirt,ClassicMode,Green,XL,Wool,51.29,21.67,Spring/Summer 2024,13-Mar-2024,269,,pending,268
P0064,UrbanChic Black Mini Dress,Dresses,Mini Dress,UrbanChic,Black,XL,Denim,68.17,29.18,Spring/Summer 2023,2023-03-18,64,,check this,63
P0608,ModaVibe Red Mini Dress,Dresses,Mini Dress,ModaVibe,Red,L,Wool,72.07,33.84,Fall/Winter 2024,2024-08-16,608,,check this,607
P0398,ClassicMode Navy Pants,BOTTOMS,Pants,ClassicMode,Navvy,Med,Denim,65.52,24.87,Spring/Summer 2023,03/20/2023,398,,ok,397
P0792,StyleCo Pink T-Shirt,Tops,T-Shirt,StyleCo,Pink,S,Silk,39.32,15.73,Fall/Winter 2023,2023-09-29,792,,ok,791
P0034,StyleCo Black Maxi Dress,Dresses,Maxi Dress,StyleCo,Black,M,Polyester,63.14,30.26,Fall/Winter 2024,2024-09-16,34,,,33
P0390,  StyleCo Black Jeans,Bottoms,Jeans,StyleCo,Black,S,Denim,60.97,26.08,Spring/Summer 2024,2024-02-15,390,,pending,389
P0363,TrendWear White Jeans,Bottoms,Jeans,TrendWear,White,XXL,Wool,80.8,35.39,Spring/Summer 2024,2024-02-02,363,,,362
P0119,StyleCo Red Mini Dress  ,Dresses,Mini Dress,styleco,Red,XS,Denim,86.72,38.09,Spring/Summer 2023,2023-02-11,119,,check this,118
P0016,ModaVibe Navy Cardigan,Outerwear,Cardigan,ModaVibe,Navy,M,Denim,83.17,41.55,Fall/Winter 2024,2024-08-24,16,,check this,15
P0385,TrendWear Pink Cardigan,Outerwear,Cardigan,TrendWear,Pink,M,Silk,85.7,31.98,Spring/Summer 2024,2024-02-16,385,,pending,384
P0043,ModaVibe Purple Leggings,Activewear,Leggings,ModaVibe,Purple,XS,Blend,55.17,23.99,Spring/Summer 2023,2023/02/27,43,,,42
P0526,StyleCo Black Midi Dress,Dresses,Midi Dress,StyleCo,Black,M,Silk,86.77,34.42,Spring/Summer 2024,2024-03-24,526,,pending,525
P0175,ClassicMode Yellow Scarf,Accessories,Scarf,ClassicMode,Yellow,L,Wool,29.8,13.68,Fall/Winter 2023,2023-09-30,175,,check this,174
P0711,ModaVibe Black Mini Dress,DRESSES,Mini Dress,modavibe,NA,M,Denim,60.3,24.05,Fall/Winter 2023,2023-09-19,711,,check this,710
P0559,UrbanChic Navy Leggings,Activewear,Leggings,UrbanChic,Navy,XS,Polyester,55.86,24.8,Fall/Winter 2023,2023-08-02,559,,check this,558
P0601,ModaVibe Green Hat,Accessories,  Hat ,ModaVibe,Green,M,Polyester,32.24,13.96,Spring/Summer 2024,2024-03-17,601,,check this,600
P0094,UrbanChic Purple Hoodie,Activewear,Hoodie,UrbanChic,Purple,S,Silk,54.81,19.29,Spring/Summer 2023,2023-03-05,94,,ok,93
P0776,UrbanChic Yellow Belt,Accessories,Belt,UrbanChic,Yellow,XS,Silk,28.93,10.34,Spring/Summer 2023,2023-03-03,776,,,775
P0781,UrbanChic Black Leggings,Activewear,Leggings,UrbanChic,Blak,XS,Silk,53.68,26.76,Fall/Winter 2023,2023-08-23,781,,,780
P0510,TrendWear Brown Sweater,Tops,Sweater,TrendWear,Brown,M,Cotton,30.29,13.5,Spring/Summer 2023,2023-02-02,510,,ok,509
P0657,TrendWear Black T-Shirt,TOPS,T-Shirt,TrendWear,Black,XS,Wool,33.75,12.39,Fall/Winter 2024,2024-09-21,657,,check this,656
P0154,TrendWear Black Midi Dress,Dresses,Midi Dress,TrendWear,Black,M,Wool,58.53,27.12,Fall/Winter 2023,2023-09-09,154,,ok,153
P0117,UrbanChic Red Tank Top  ,Tops,Tank Top,UrbanChic,Red,m,Wool,43.75,21.38,Fall/Winter 2024,2024-08-05,117,,,116
P0565,UrbanChic Black Sweater,TOPS,Sweater,UrbanChic,Black,M,Wool,52.35,23.52,Spring/Summer 2023,11-Mar-2023,565,,,564
P0211,StyleCo Purple Cardigan,Outerwear,Cardigan,STYLECO,Purple,M,Cotton,76.06846175722768,32.58,Spring/Summer 2024,2024-03-17,806,,ok,805
P0346,UrbanChic Navy Cardigan,Outerwear,Cardigan,UrbanChic,Navy,L,,90.28,32.22,Fall/Winter 2023,2023-08-24,346,,,345
P0692,TrendWear Purple Hat,Accessories,Hat,TrendWear,Purple,XL,Blend,25.48,11.78,Spring/Summer 2024,2024-02-06,692,,ok,691
P0019,ModaVibe Orange Shorts,Bottoms,Shorts,ModaVibe,Orange,XS,Denim,70.21,31.75,Spring/Summer 2023,2023-03-16,19,,check this,18
P0024,StyleCo Brown Belt,ACCESSORIES,Belt,StyleCo,Brown,S,Wool,28.85,10.44,Fall/Winter 2023,2023-09-26,24,,check this,23
P0277,TrendWear Beige Cardigan,Outerwear,Cardigan,trendwear,Beige,S,Silk,93.32,33.37,Fall/Winter 2023,2023-09-07,277,,,276
P0031,ModaVibe Pink Mini Dress,Dresses,Mini Dress,modavibe,Pink,L,Silk,94.15,41.02,Fall/Winter 2023,2023-09-16,31,,check this,30
P0593,UrbanChic Gray Blazer,Outerwear,Blazer,UrbanChic,Gray,S,Silk,74.58,36.14,Spring/Summer 2024,2024-03-16,593,,pending,592
P0001,StyleCo Neon Pink T-Shirt,Tops,T-Shirt,StyleCo,,L,Wool,30.75,14.16,Spring/Summer 2024,2024/02/16,1,,ok,0
P0073,ClassicMode Green Sweater,Tops,Sweater,ClassicMode,Green,M,Cotton,28.63,12.97,Fall/Winter 2024,2024-08-16,73,,pending,72
P0432,TrendWear Brown Cardigan,OUTERWEAR,Cardigan,TrendWear,Brown,S,Cotton,83.9,30.49,Fall/Winter 2024,2024-08-05,432,,check this,431
P0396,TrendWear Pink Scarf,Accessories,Scarf,TrendWear,Pink,XS,Denim,20.99,7.85,Fall/Winter 2023,2023-09-03,396,,pending,395
P0705,"StyleCo Purple Mini Dress
",Dresses,Mini Dress,styleco,Purple,L,Silk,57.76,23.96,Spring/Summer 2024,2024-03-23,705,,pending,704
P0463,StyleCo Black Tank,Activewear,Tank,StyleCo,Black,XXL,Cotton,66.89,27.62,Fall/Winter 2023,2023-09-03,463,,,462
P0116,ClassicMode Red Jeans,Bottoms,Jeans,ClassicMode,Red,XS,Polyester,64.63,25.44,Fall/Winter 2024,2024-09-14,116,,,115
